GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,2767NIG,67024,04/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Egor,,Egor,6.38112,5.56979,1,All Africa,"Youths protest a flood that has affected their building, with no State assistance.",0
475,2768NIG,67025,04/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Cross River,Calabar Municipal,,Calabar,4.96667,8.33333,1,All Africa,A television cameraman operating out of Cross River State is murdered by a group of unknown individuals.,1
475,2769NIG,67026,04/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Edo,Egor,,Egor,6.38112,5.56979,1,All Africa,Youths hold the chairman of a governmental council against his will as they wish to receive assistance from his ministry for a recent flood.,0
475,2770NIG,67027,09/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Akwa Ibom,Ibeno,,Ibeno,4.56868,7.97859,1,All Africa,A oil spill sparked a protest as hundreds of residents conveyed their displeasure of the incessant oil spills in the region.,0
475,2771NIG,67028,09/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Osun,Osogbo,,Osogbo,7.76667,4.56667,3,All Africa,Pensioners give the Osun State government 14 days to pay payments owed for 65 months or they plan on organizing protests.,0
475,2772NIG,67029,09/05/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Delta,Isoko North,,Oghara,5.48422,6.07851,1,All Africa,"A group of armed men ambush a bullion van, killing three police escorts and injuring three others. The robbers got away with nothing, as the van had recently made a deposit.",3
475,2773NIG,67030,09/05/2010,2010,1,Battle-No change of territory,PDP: Peoples Democratic Party,,3,PDP: Peoples Democratic Party,,3,33,Nigeria,Benue,Makurdi,,Makurdi,7.74110,8.51210,3,All Africa,"Supporters of Bernabas Germade, PDP candidate for Benue States North-East district engaged in a violent fight with the incumbent, Joseph Akaargergers (PDP) supporters over support for a particular traditional ruler of the area.",0
475,2774NIG,67031,10/05/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,OPC: Oodua Peoples Congress,,3,33,Nigeria,Ogun,Ifo,,Ifo,6.81437,3.19575,1,All Africa,Four suspected cultists are dead following a clash with members of the ODC.,4
475,2775NIG,67032,11/05/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,All Africa,An unknown individual or organization detonates an explosive at Niger Delta Development Commission (NDDC) two-storey building located at Efejuku Street in Warri.,0
475,2776NIG,67033,12/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,A neighbor finds a man murdered in his apartment.,1
475,2777NIG,67034,14/05/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),Military Forces of Nigeria (1999-2015),1,13,Nigeria,Akwa Ibom,Uyo,,Uyo,5.03333,7.92657,1,Joy Online,"Gunmen, dressed as soldiers, kidnap four Lebanese expatriates who were working on a construction project. The violence left one civilian dead, a kidnapper, as well as a soldier and a police officer. The military and police forces were attempting to fre",3
475,2778NIG,67035,14/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Akwa Ibom,Uyo,,Uyo,5.03333,7.92657,1,Joy Online,"Gunmen, dressed as soldiers, kidnap four Lebanese expatriates who were working on a construction project. The violence left one civilian dead, a kidnapper, as well as a soldier and a police officer.",1
475,2779NIG,67036,14/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Borno,Maiduguri,,Maiduguri,11.84644,13.16027,1,All Africa,"The mutilated body of a 16 year-old boy is found in floating in Bakin River, Maiduguri, with his genitals removed. The killers are suspected ritualists.",1
475,2780NIG,67037,15/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Adamawa,Yola North,,Yola,9.20000,12.48333,1,All Africa,An unknown person pours acid on a university student.,0
475,2781NIG,67038,18/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Akwa Ibom,Ibeno,,Ibeno,4.56868,7.97859,1,All Africa,A group of women protest a recent oil spill from an ExxonMobil offshore oil facility.,0
475,2782NIG,67039,18/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,People gather to protest the jailing of a Nigerian medical doctor who was accused of assaulting and stabbing a passenger on a London bus.,0
475,2783NIG,67040,18/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Rivers,Etche,,Umu Akpo,5.10131,7.13434,1,All Africa,Protesters of the Rumuolumini community effectively shut down Saipem Nigeria LTD over alleged disrespect and a firing of the communitys traditional ruler by the firm.,0
475,2784NIG,67041,18/05/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Enugu,Nkanu West,,Agbani,6.30790,7.55193,1,All Africa,"An unidentified gunmen, suspected to be a member of a cult attacked students and teachers at Enugu State University.",0
475,2785NIG,67042,19/05/2010,2010,1,Battle-No change of territory,Kpatsuwa Communal Militia (Nigeria),,4,Ndafu Communal Militia (Nigeria),,4,44,Nigeria,Niger,Mokwa,,Mokwa,9.28333,5.05000,1,All Africa,One is dead and several injured in a communal clash over land.,1
475,2786NIG,67043,19/05/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,All Africa,An unknown person or persons detonate a bomb at the residence of a manager of the Delta Steel Company (DSC).,0
475,2787NIG,67044,22/05/2010,2010,2,Battle-No change of territory,Berom Ethnic Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Police arrest 15 Beroms they believe to be in connection with the Fulani killings.,0
475,2788NIG,67045,22/05/2010,2010,1,Battle-No change of territory,Berom Ethnic Militia (Nigeria),,4,Fulani Ethnic Militia (Nigeria),,4,44,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Three Fulani (Muslim) herdsmen are killed by Berom (Christian) youths.,3
475,2789NIG,67046,23/05/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Associated Press,Many riot in reaction to the recent religious violence in Jos.,0
475,2790NIG,67047,23/05/2010,2010,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Berom Ethnic Militia (Nigeria),,4,44,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Agence France Presse,Fulanis kill a Berom in apparent retaliation for earlier violence.,1
475,2791NIG,67048,24/05/2010,2010,1,Riots/Protests,Protesters (Nigeria),ASUP: Academic Staff Union of Polytechnics,6,,,0,60,Nigeria,Osun,Osogbo,,Osogbo,7.76667,4.56667,3,All Africa,"Lecturers in state-owned polytechnics declare a strike protesting poro condition of service and non-implementation of monetarised salary, and non-adoption of new salary table approved for lecturers in 2009.",0
475,2792NIG,67049,01/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),SNG: Save Nigeria Group,6,Police Forces of Nigeria (1999-2015),,1,16,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,All Africa,"Police stop a would be protest by the SNG aimed at the states governor, Timipre Sylva.",0
475,2793NIG,67050,02/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Vanguard,Commercial truck drivers protest harassment from the Road Transport Employee Association of Nigeria (RTEAN) over ticket levies.,0
475,2794NIG,67051,02/06/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,All Africa,A second explosion detonates near a hotel housing the Deputy Speaker of the House Nestor Ibinabo.,0
475,2795NIG,67052,02/06/2010,2010,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,All Africa,Would be assassins detonate two explosives outside embattled PDP Deputy Governor of Bayelsa State who faces an impeachment trial.,0
475,2796NIG,67053,03/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Uvwie,,Effurun,5.55463,5.78624,1,All Africa,People living in a Delta State oil community protest for the demand of 50% of oil proceeds be given back to them. Their actions were directed toward the Delta State Oil Producing Areas Development Commission (DESOPADEC).,0
475,2797NIG,67054,03/06/2010,2010,1,Violence against civilians,Isoko Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Delta,Ughelli North,,Ughelli,5.48986,6.00743,1,All Africa,"Isoko youths stormed a construction site run by Wokson Nigeria LTD, hijacking a pay loader caterpillar and a automobile belonging to the company.",0
475,2798NIG,67055,06/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,Protesters gather in Lagos to mark the 14 anniversary of the murder of a politician as well as to denounce the poor state of the corrupt electoral system in the country.,0
475,2799NIG,67056,07/06/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,Youths riot in Lagos after a ban of commercial motorcycle activities.,0
475,2800NIG,67057,07/06/2010,2010,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,2,All Africa,Police apprehend a suspected cultist who recently murdered a girl.,0
475,2801NIG,67058,07/06/2010,2010,1,Battle-No change of territory,Muslim Militia (Nigeria),,4,Police Forces of Nigeria (1999-2015),,1,14,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,The Canadian Press,"A Muslim motorcycle gang battles police, resulting in six deaths.",6
475,2802NIG,67059,07/06/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1999-2015),,1,15,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,Six dead when rioting youths begin to battle police.,6
475,2803NIG,67060,07/06/2010,2010,1,Battle-No change of territory,Muslim Militia (Nigeria),,4,Christian Militia (Nigeria),,4,44,Nigeria,Plateau,Shendam,,Yelwa,8.83333,9.63333,1,Voice of America,A religious clash leaves six dead and a curfew in place.,6
475,2804NIG,67061,08/06/2010,2010,1,Battle-No change of territory,KORAN: Keke Owners and Riders Association of Nigeria Militia,,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Osun,Boluwaduro,,Otan Aiyegbaju,7.95000,4.80000,1,All Africa,Members of KORAN attack police forces over a contract to work in a factory was awarded to another party.,0
475,2805NIG,67062,08/06/2010,2010,2,Battle-No change of territory,Okada Motorcycle Militia,,3,Police Forces of Nigeria (1999-2015),,1,13,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,All Africa,Nine dead when a motorcycle gang known as the Okada Riders clash with police after an enforcing on a ban of commercial motorcycle operations begins. The clash lased over several days.,9
475,2806NIG,67063,09/06/2010,2010,1,Battle-No change of territory,MEND: Movement for the Emancipation of the Niger Delta,,2,Military Forces of Nigeria (1999-2015),,1,12,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Agence France Presse,Four soldiers are killed when they are ambushed by MEND in the middle of the night.,4
475,2807NIG,67064,09/06/2010,2010,1,Riots/Protests,Police Forces of Nigeria (1999-2015),,1,Protesters (Nigeria),,6,16,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,HIS Global Insight Daily Analysis,Police open fire on a group protesting the motorcycle ban in the city of Jos.,0
475,2808NIG,67065,10/06/2010,2010,1,Battle-No change of territory,MEND: Movement for the Emancipation of the Niger Delta,,2,Military Forces of Nigeria (1999-2015),,1,12,Nigeria,Delta,Burutu,,Gulani,5.36431,5.32371,1,BBC Monitoring,MEND kills four soldiers.,4
475,2809NIG,67066,10/06/2010,2010,1,Battle-No change of territory,MEND: Movement for the Emancipation of the Niger Delta,,2,Military Forces of Nigeria (1999-2015),,1,12,Nigeria,Niger,Rafi,,Kagara,10.18437,6.25336,2,Voice of America,MEND kills six soldiers as they attempt to protect a oil pipeline under attack.,6
475,2810NIG,67067,11/06/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,2,All Africa,"In Port Harcourt, on June 11, the head of the Rivers State Civil Service Commission, Chief Anthony Egobueze, was killed by unknown gunmen around 3 a.m. The police, to whom he sent a distress call as the brigands were forcing themselves into his residence, arrived after the hoodlums had escaped.",1
475,2811NIG,67068,13/06/2010,2010,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,All Africa,Religious tensions cause panic. People create road blocks to keep those of other ethnic/religious orientations out of their neighborhoods.,0
475,2812NIG,67069,13/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ogun,Abeokuta South,,Abeokuta,7.15000,3.35000,1,All Africa,"Pro-democracy supporters mark the 17th anniversary of the 1993 presidential election, believed to be stolen.",0
475,2813NIG,67070,13/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.62100,5.22150,1,All Africa,"Pro-democracy supporters mark the 17th anniversary of the 1993 presidential election, believed to be stolen.",0
475,2814NIG,67071,13/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,All Africa,"Pro-democracy supporters mark the 17th anniversary of the 1993 presidential election, believed to be stolen.",0
475,2815NIG,67072,13/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,All Africa,"Pro-democracy supporters mark the 17th anniversary of the 1993 presidential election, believed to be stolen.",0
475,2816NIG,67073,13/06/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,"A group suspected to be hired assassins stormed the residence of Senator Saraki, shooting one of her security men in the process. She escaped unharmed.",0
475,2817NIG,67074,13/06/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Reuters,An unknown militant group kidnaps a traditional ruler in the Delta region and killed two bodyguards as he attended a church service.,2
475,2818NIG,67075,14/06/2010,2010,1,Riots/Protests,Rioters (Nigeria),NAPS: National Association of Polytechnic Students,5,,,0,50,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,All Africa,A student group protests for the abolition of Higher National Diploma who allegedly discriminates in the hiring of civil servants.,0
475,2819NIG,67076,14/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,All Africa,Pensioners of the postal service paralyzed two post offices in Benin City over non-payment over a period of 30 months.,0
475,2820NIG,67077,14/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Edo,Orhionmwon,,Oben,5.99369,5.89950,1,All Africa,100 youths gather to protest a contract not fulfilled by the Niger Delta Development Commission (NDDC) on a road project.,0
475,2821NIG,67078,16/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,All Africa,"Teachers strike, closing schools in Ibadan.",0
475,2822NIG,67079,22/06/2010,2010,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Sapele,,Sapele,5.89405,5.67666,1,All Africa,"Protesting the indebtedness and closure of the African Timber and Plywood company by the Delta State Government, workers carrying placards stormed the route of government officials visit to Sapele.",0
475,2823NIG,67080,27/06/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Rivers,Bonny,,Bonny,4.45220,7.16808,2,Associated Press,"12 pirates in speedboats attacked a bulk carrier, shooting at crew members while trying to board the ship. Crew members repelled the attack; one suffered minor injuries during the assault.",0
475,2824NIG,67081,27/06/2010,2010,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Nasarawa,Lafia,,Lafia,8.48333,8.51667,3,BBC Monitoring Africa,"Youths from Nasarawa town stormed the Makama Dogo Boys Hostel of the Federal Polytechnic school, holding students belonging to a cult group hostage, beating and injuring some of them in the process with various weapons following a disputed election of a strong member of the cult group, killing four students.",4
